amount,log_amount,amount_zscore,amount_vs_user_avg,amount_vs_user_std,is_high_amount,is_very_high_amount,user_tx_count,user_tx_last_hour,user_tx_last_day,velocity_ratio,hour,day_of_week,is_weekend,is_night,is_business_hours,merchant_risk_score,is_high_risk_location,is_high_risk_category,is_new_merchant,amount_x_merchant_risk,amount_x_night,is_fraud,user_id,merchant,category,location
995.38,6.9041,1.8634,1.8616,1.0444,0,0,64,4,6,1.159,11,1,0,0,1,0.4484,0,0,0,0.8355,0.0,0,USR-0160,Walmart,utilities,"Chicago, US"
679.93,6.5235,1.0748,0.5588,-5.1212,0,0,48,15,15,1.4093,7,3,0,0,0,0.01,0,0,1,0.0107,0.0,0,USR-0096,Uber,food,"San Francisco, US"
975.75,6.8842,1.8144,-3.3963,-2.5061,0,0,313,15,16,2.3116,6,1,0,0,0,0.7409,0,1,1,1.3443,0.0,0,USR-0123,Casino Royal,gambling,"San Francisco, US"
1399.44,7.2445,2.8736,3.0653,0.5586,1,0,71,15,20,1.6276,8,0,0,0,0,0.7245,1,0,0,2.0819,0.0,0,USR-0039,CryptoBridge,food,offshore
235.73,5.4669,-0.0357,-1.9634,1.4027,0,0,21,12,12,1.0653,5,2,0,1,0,0.01,0,0,1,-0.0004,-0.0357,0,USR-0046,Netflix,clothing,"Austin, US"
1274.29,7.1509,2.5607,2.0501,0.8331,1,0,123,4,7,1.238,7,6,1,0,0,0.1694,0,1,1,0.4338,0.0,0,USR-0029,Starbucks,crypto,"Seattle, US"
1020.83,6.9294,1.9271,-0.5734,2.7023,1,0,32,8,8,0.6817,2,0,0,1,0,0.99,0,0,1,1.9078,1.9271,1,USR-0190,Wire Transfer Co,food,"New York, US"
172.25,5.1547,-0.1944,-2.1912,1.5814,0,0,75,5,10,1.8365,6,1,0,0,0,0.5631,1,0,1,-0.1095,-0.0,1,USR-0062,Unknown Vendor,retail,anonymous
1992.17,7.5975,4.3554,-0.4752,-0.4982,1,0,211,15,5,0.5509,8,2,0,0,0,0.2889,0,1,1,1.2583,0.0,0,USR-0185,Netflix,gambling,"San Francisco, US"
856.26,6.7537,1.5156,-0.6388,4.5453,0,0,22,15,3,1.4479,15,0,0,0,1,0.3231,0,0,1,0.4897,0.0,1,USR-0016,Target,utilities,"New York, US"
1298.09,7.1694,2.6202,6.5315,4.1992,1,0,78,15,22,0.9067,6,4,0,0,0,0.7792,1,1,0,2.0417,0.0,0,USR-0184,CryptoBridge,travel,offshore
1108.59,7.0117,2.1465,3.8728,2.0491,1,0,155,1,11,0.5858,11,0,0,0,1,0.01,1,0,0,0.0215,0.0,0,USR-0121,Starbucks,retail,Unknown Location
426.13,6.0571,0.4403,-0.6814,1.8059,0,0,55,7,12,0.6692,4,2,0,1,0,0.3971,0,1,1,0.1748,0.4403,0,USR-0010,Amazon,electronics,"New York, US"
321.28,5.7754,0.1782,-1.3972,2.5496,0,0,111,11,8,1.2392,0,2,0,1,0,0.337,0,1,0,0.0601,0.1782,1,USR-0158,Walmart,gambling,"Seattle, US"
394.26,5.9795,0.3606,2.2263,-4.7752,0,0,193,8,10,1.7434,1,5,1,1,0,0.2363,0,0,1,0.0852,0.3606,0,USR-0153,Amazon,utilities,"Seattle, US"
979.25,6.8878,1.8231,3.1079,-0.5829,0,0,117,6,4,1.3551,6,1,0,0,0,0.1542,0,1,0,0.2811,0.0,0,USR-0103,Walmart,crypto,"San Francisco, US"
464.94,6.1441,0.5374,3.5003,2.5414,0,0,72,3,14,0.8624,4,2,0,1,0,0.99,0,0,1,0.532,0.5374,1,USR-0084,CryptoBridge,food,"Chicago, US"
159.91,5.0808,-0.2252,-0.6278,-0.142,0,0,60,1,14,1.4025,3,5,1,1,0,0.1478,0,0,0,-0.0333,-0.2252,0,USR-0133,Netflix,retail,"New York, US"
935.24,6.8419,1.7131,1.8411,0.0938,0,0,28,2,13,0.9113,12,6,1,0,0,0.01,0,1,1,0.0171,0.0,0,USR-0065,Starbucks,electronics,"San Francisco, US"
212.42,5.3633,-0.094,-2.2683,0.523,0,0,123,5,12,1.0088,1,2,0,1,0,0.5327,1,0,0,-0.0501,-0.094,0,USR-0177,Starbucks,food,anonymous
336.65,5.822,0.2166,5.0209,-4.4351,0,0,121,15,26,1.1486,0,1,0,1,0,0.99,0,1,0,0.2144,0.2166,0,USR-0003,CryptoBridge,electronics,"San Francisco, US"
290.98,5.6767,0.1025,-2.7753,0.8055,0,0,33,15,9,0.9018,5,2,0,1,0,0.4551,0,0,1,0.0466,0.1025,0,USR-0173,Target,food,"Austin, US"
311.0,5.743,0.1525,0.5946,-0.7987,0,0,158,4,6,0.9485,12,3,0,0,1,0.2519,0,0,0,0.0384,0.0,0,USR-0142,Target,food,"Seattle, US"
469.78,6.1544,0.5494,-0.377,2.5273,0,0,60,15,12,1.477,2,0,0,1,0,0.01,1,0,1,0.0055,0.5494,1,USR-0120,Amazon,healthcare,offshore
873.53,6.7737,1.5588,-0.4309,-2.016,0,0,152,15,12,0.775,0,4,0,1,0,0.2595,0,0,1,0.4045,1.5588,0,USR-0158,Amazon,healthcare,"New York, US"
1108.54,7.0117,2.1464,-2.944,-0.6069,1,0,234,15,3,0.9186,6,1,0,0,0,0.371,0,0,1,0.7963,0.0,0,USR-0068,Netflix,clothing,"New York, US"
184.16,5.2212,-0.1646,1.0181,1.1307,0,0,44,2,5,1.6633,10,0,0,0,1,0.227,0,0,0,-0.0374,-0.0,0,USR-0146,Walmart,retail,"San Francisco, US"
686.29,6.5328,1.0907,2.8046,-0.2781,0,0,44,7,27,2.2547,10,6,1,0,0,0.01,0,1,1,0.0109,0.0,0,USR-0190,Amazon,electronics,"Austin, US"
1061.21,6.9681,2.028,5.5173,1.6005,1,0,40,15,16,1.2538,8,0,0,0,0,0.791,1,0,0,1.6041,0.0,0,USR-0037,Casino Royal,utilities,Unknown Location
822.98,6.7141,1.4324,1.5696,1.5255,0,0,79,4,13,0.872,2,0,0,1,0,0.3725,0,0,0,0.5336,1.4324,0,USR-0153,Uber,utilities,"San Francisco, US"
1044.45,6.9522,1.9861,1.278,4.0356,1,0,67,3,6,1.8977,8,2,0,0,0,0.2242,1,0,0,0.4453,0.0,0,USR-0176,Walmart,food,Unknown Location
1572.33,7.3609,3.3058,0.6021,2.6261,1,0,146,2,7,1.0309,11,1,0,0,1,0.5153,1,0,0,1.7035,0.0,0,USR-0193,Shell Gas,healthcare,Unknown Location
1105.76,7.0092,2.1394,2.2295,1.0113,1,0,186,5,17,1.2336,12,5,1,0,0,0.1865,0,1,1,0.399,0.0,0,USR-0181,Netflix,crypto,"Austin, US"
566.92,6.342,0.7923,3.1211,-1.2086,0,0,103,15,3,0.5033,4,1,0,1,0,0.0725,1,1,0,0.0574,0.7923,0,USR-0073,Amazon,gambling,offshore
1021.16,6.9297,1.9279,-5.814,2.5773,1,0,90,15,7,1.8378,7,4,0,0,0,0.01,1,0,0,0.0193,0.0,1,USR-0143,Netflix,healthcare,offshore
824.3,6.7157,1.4357,3.8983,-4.4994,0,0,25,12,10,1.3341,8,4,0,0,0,0.1712,1,1,0,0.2458,0.0,0,USR-0049,Starbucks,travel,Unknown Location
173.71,5.1631,-0.1907,-0.6703,1.5418,0,0,42,9,5,1.4467,6,1,0,0,0,0.4869,1,0,1,-0.0929,-0.0,1,USR-0121,Netflix,retail,anonymous
1452.29,7.2816,3.0057,1.5898,-0.2357,1,0,203,6,13,0.9173,4,3,0,1,0,0.6322,0,1,1,1.9002,3.0057,0,USR-0088,PawnShop Plus,electronics,"Chicago, US"
792.82,6.6769,1.357,-2.2269,0.0321,0,0,62,8,8,1.4134,1,3,0,1,0,0.0756,1,0,0,0.1026,1.357,0,USR-0196,Shell Gas,retail,offshore
187.14,5.2372,-0.1572,3.42,-0.5028,0,0,68,8,9,2.1183,1,2,0,1,0,0.1524,1,1,0,-0.024,-0.1572,0,USR-0140,Target,crypto,offshore
579.24,6.3634,0.8231,0.4734,0.5582,0,0,118,0,17,0.9775,7,3,0,0,0,0.2156,1,0,0,0.1775,0.0,0,USR-0187,Netflix,food,Unknown Location
1238.57,7.1225,2.4714,1.1535,0.0002,1,0,67,9,11,0.8487,3,1,0,1,0,0.8047,0,1,0,1.9887,2.4714,0,USR-0037,PawnShop Plus,gambling,"Seattle, US"
93.1,4.5444,-0.3922,-0.4772,0.8482,0,0,39,11,3,0.6004,3,0,0,1,0,0.018,0,0,0,-0.0071,-0.3922,0,USR-0061,Starbucks,retail,"San Francisco, US"
2083.38,7.6422,4.5834,1.8257,-5.3493,1,0,126,12,20,1.2211,6,3,0,0,0,0.149,0,0,1,0.6829,0.0,0,USR-0171,Walmart,clothing,"Austin, US"
1567.35,7.3578,3.2934,3.2625,3.8119,1,0,160,2,21,1.111,0,2,0,1,0,0.01,1,1,1,0.0329,3.2934,0,USR-0124,Target,gambling,Unknown Location
1807.21,7.5001,3.893,3.2428,3.5331,1,0,177,5,6,1.0574,1,3,0,1,0,0.01,1,0,1,0.0389,3.893,0,USR-0198,Target,clothing,anonymous
396.6,5.9854,0.3665,0.7187,4.8067,0,0,59,15,7,0.9398,7,1,0,0,0,0.01,0,0,0,0.0037,0.0,0,USR-0039,Netflix,utilities,"San Francisco, US"
819.04,6.7094,1.4226,0.2996,2.3313,0,0,63,5,3,0.6822,6,0,0,0,0,0.5986,1,0,1,0.8516,0.0,1,USR-0184,Unknown Vendor,clothing,offshore
96.24,4.5772,-0.3844,2.2169,0.0762,0,0,36,4,13,0.5853,13,2,0,0,1,0.0842,0,0,0,-0.0324,-0.0,0,USR-0063,McDonald's,retail,"San Francisco, US"
1749.21,7.4675,3.748,0.378,-1.795,1,0,97,15,17,1.7277,12,3,0,0,1,0.3117,0,1,1,1.1683,0.0,1,USR-0046,McDonald's,gambling,"San Francisco, US"
994.68,6.9034,1.8617,1.7551,1.5072,0,0,23,11,5,1.2606,8,2,0,0,0,0.2465,1,0,0,0.4589,0.0,0,USR-0088,McDonald's,retail,anonymous
2241.14,7.7152,4.9778,2.5112,-0.6592,1,0,37,4,4,1.3275,5,4,0,1,0,0.2048,0,1,0,1.0195,4.9778,0,USR-0011,McDonald's,electronics,"San Francisco, US"
2502.5,7.8254,5.6312,2.8222,-3.5216,1,0,28,1,10,1.2837,9,1,0,0,1,0.1896,0,1,1,1.0677,0.0,0,USR-0062,Walmart,crypto,"New York, US"
1981.66,7.5922,4.3292,1.0205,-2.8128,1,0,189,15,14,0.7668,3,1,0,1,0,0.01,0,0,1,0.0433,4.3292,0,USR-0077,Shell Gas,utilities,"Seattle, US"
1741.51,7.4631,3.7288,2.7622,0.2703,1,0,120,15,16,1.1944,9,2,0,0,1,0.615,1,1,0,2.2932,0.0,0,USR-0153,Wire Transfer Co,crypto,Unknown Location
643.93,6.4691,0.9848,2.2497,0.5783,0,0,166,3,7,0.5781,13,0,0,0,1,0.2587,0,0,0,0.2548,0.0,0,USR-0199,Netflix,retail,"Austin, US"
1482.22,7.302,3.0806,2.6347,5.1984,1,0,138,2,8,1.5606,1,3,0,1,0,0.3867,1,1,0,1.1913,3.0806,0,USR-0052,Uber,crypto,Unknown Location
1140.41,7.04,2.226,1.5663,3.367,1,0,133,10,10,0.5875,7,1,0,0,0,0.01,0,0,0,0.0223,0.0,1,USR-0004,Starbucks,retail,"Chicago, US"
955.0,6.8628,1.7625,1.3957,5.0346,0,0,166,11,8,0.6037,0,2,0,1,0,0.01,1,0,0,0.0176,1.7625,0,USR-0059,McDonald's,healthcare,Unknown Location
1140.94,7.0405,2.2274,3.3347,1.8667,1,0,182,2,6,0.5425,11,3,0,0,1,0.1797,1,0,0,0.4003,0.0,0,USR-0072,Walmart,utilities,Unknown Location
1061.29,6.9682,2.0282,2.1665,-2.185,1,0,29,7,10,1.4043,4,1,0,1,0,0.2809,1,1,0,0.5697,2.0282,0,USR-0148,Starbucks,electronics,anonymous
361.08,5.8919,0.2777,2.841,2.9542,0,0,75,14,12,0.7442,3,1,0,1,0,0.7687,0,0,0,0.2135,0.2777,0,USR-0093,CryptoBridge,retail,"New York, US"
1578.18,7.3647,3.3204,3.578,6.2858,1,0,131,0,16,2.0365,11,0,0,0,1,0.2727,1,0,0,0.9055,0.0,0,USR-0063,Starbucks,retail,offshore
398.11,5.9892,0.3703,2.3982,-3.6252,0,0,220,14,15,1.0846,8,0,0,0,0,0.01,1,1,0,0.0037,0.0,0,USR-0054,Netflix,electronics,anonymous
3136.82,8.0513,7.217,3.0392,-1.7339,1,0,81,6,15,0.7251,1,0,0,1,0,0.0835,0,1,0,0.6026,7.217,0,USR-0117,Netflix,travel,"Chicago, US"
400.24,5.9946,0.3756,3.5398,-2.4382,0,0,31,15,20,1.5186,22,2,0,0,0,0.7495,0,0,0,0.2815,0.0,0,USR-0110,Casino Royal,retail,"New York, US"
87.9,4.4875,-0.4052,0.9139,0.1395,0,0,20,7,11,1.7058,0,0,0,1,0,0.702,1,0,1,-0.2845,-0.4052,1,USR-0074,PawnShop Plus,food,anonymous
102.53,4.6399,-0.3687,5.3914,-2.8666,0,0,27,15,30,1.9393,3,3,0,1,0,0.99,0,1,0,-0.365,-0.3687,0,USR-0107,Unknown Vendor,travel,"Seattle, US"
982.83,6.8915,1.8321,3.6866,0.4764,0,0,89,15,32,1.4415,9,0,0,0,1,0.4764,1,0,0,0.8728,0.0,0,USR-0057,Uber,food,offshore
150.17,5.0184,-0.2496,3.943,3.495,0,0,60,5,16,0.8149,19,1,0,0,0,0.1591,1,0,0,-0.0397,-0.0,0,USR-0169,Amazon,healthcare,Unknown Location
1111.75,7.0146,2.1544,3.3757,3.8496,1,0,64,2,9,0.5948,15,0,0,0,1,0.1128,1,0,0,0.243,0.0,0,USR-0003,Target,retail,Unknown Location
532.44,6.2793,0.7061,1.5333,-1.9529,0,0,51,2,11,1.0291,6,6,1,0,0,0.5603,0,1,1,0.3956,0.0,0,USR-0120,Unknown Vendor,electronics,"Seattle, US"
1609.19,7.3841,3.398,-2.239,2.0378,1,0,31,15,3,2.5946,9,1,0,0,1,0.4257,0,0,1,1.4465,0.0,1,USR-0006,Walmart,clothing,"Chicago, US"
1146.41,7.0453,2.241,2.3353,1.5931,1,0,79,10,4,0.5771,2,0,0,1,0,0.5524,1,0,0,1.2379,2.241,0,USR-0005,PawnShop Plus,clothing,Unknown Location
645.85,6.4721,0.9896,-3.367,0.4057,0,0,192,7,12,1.1604,2,2,0,1,0,0.99,1,0,1,0.9797,0.9896,1,USR-0005,Wire Transfer Co,retail,anonymous
1049.81,6.9573,1.9995,3.5111,3.1968,1,0,96,6,20,1.3322,1,3,0,1,0,0.5733,0,0,0,1.1463,1.9995,0,USR-0054,Casino Royal,food,"Austin, US"
1701.33,7.4398,3.6283,0.1591,0.2006,1,0,124,11,19,0.642,14,0,0,0,1,0.99,0,0,1,3.592,0.0,1,USR-0047,PawnShop Plus,utilities,"Chicago, US"
1025.01,6.9334,1.9375,1.9552,1.8095,1,0,138,0,20,1.7768,2,0,0,1,0,0.01,1,0,1,0.0194,1.9375,0,USR-0177,McDonald's,healthcare,offshore
1206.81,7.0966,2.392,-2.054,-2.5619,1,0,108,15,23,0.5101,13,3,0,0,1,0.01,0,0,1,0.0239,0.0,0,USR-0009,Shell Gas,retail,"Austin, US"
743.29,6.6124,1.2332,0.1616,-0.9627,0,0,78,6,3,3.1534,8,1,0,0,0,0.01,1,0,0,0.0123,0.0,0,USR-0099,Target,utilities,Unknown Location
210.39,5.3537,-0.099,2.9373,1.0165,0,0,58,3,12,1.5809,22,2,0,0,0,0.4462,0,0,0,-0.0442,-0.0,0,USR-0020,Shell Gas,utilities,"Seattle, US"
641.62,6.4656,0.979,-1.7643,4.13,0,0,93,15,13,0.9757,2,1,0,1,0,0.302,1,0,1,0.2957,0.979,1,USR-0122,McDonald's,healthcare,offshore
384.39,5.9543,0.336,2.4736,4.9505,0,0,59,3,12,0.9402,19,4,0,0,0,0.01,1,0,0,0.0034,0.0,0,USR-0061,Netflix,utilities,offshore
346.06,5.8495,0.2402,2.8153,-4.1059,0,0,89,15,9,1.2297,14,3,0,0,1,0.4439,0,0,0,0.1066,0.0,0,USR-0123,Starbucks,food,"Austin, US"
1589.08,7.3715,3.3477,1.0683,-1.228,1,0,156,6,7,1.2908,14,0,0,0,1,0.3087,0,1,1,1.0334,0.0,0,USR-0163,Walmart,crypto,"Austin, US"
1861.51,7.5297,4.0288,0.6441,-0.0408,1,0,49,5,5,0.8144,12,6,1,0,0,0.3167,0,1,1,1.2759,0.0,0,USR-0178,Netflix,gambling,"New York, US"
171.84,5.1524,-0.1954,0.39,3.122,0,0,42,0,21,2.0518,4,3,0,1,0,0.1275,1,0,1,-0.0249,-0.1954,0,USR-0082,Shell Gas,food,offshore
616.96,6.4264,0.9174,-0.0431,-0.4674,0,0,196,15,10,1.895,8,4,0,0,0,0.01,0,0,1,0.0092,0.0,0,USR-0062,Shell Gas,utilities,"San Francisco, US"
951.49,6.8591,1.7537,-2.2287,4.0555,0,0,176,15,7,1.4796,7,1,0,0,0,0.01,1,0,1,0.0175,0.0,0,USR-0145,Walmart,food,anonymous
100.59,4.6209,-0.3735,2.5518,-0.0118,0,0,21,7,16,0.6937,8,2,0,0,0,0.0291,0,0,0,-0.0109,-0.0,0,USR-0003,Starbucks,healthcare,"San Francisco, US"
1582.74,7.3675,3.3318,2.7871,-3.3961,1,0,161,5,17,1.5739,2,6,1,1,0,0.01,0,1,1,0.0333,3.3318,0,USR-0160,Target,electronics,"Seattle, US"
1990.84,7.5968,4.3521,3.4931,0.9646,1,0,161,1,9,1.7291,7,3,0,0,0,0.3868,0,1,1,1.6834,0.0,0,USR-0013,Walmart,crypto,"Austin, US"
794.47,6.6789,1.3612,2.5521,2.9469,0,0,26,4,7,1.2931,5,0,0,1,0,0.4656,1,0,0,0.6338,1.3612,0,USR-0120,Amazon,clothing,anonymous
1564.62,7.356,3.2866,-1.9725,-0.6538,1,0,191,4,10,0.5486,0,3,0,1,0,0.3095,0,0,0,1.0172,3.2866,0,USR-0125,Amazon,utilities,"Chicago, US"
1186.8,7.0799,2.342,4.0836,2.346,1,0,79,14,6,1.263,14,1,0,0,1,0.4543,1,0,0,1.064,0.0,1,USR-0089,McDonald's,healthcare,Unknown Location
1549.38,7.3463,3.2484,2.2152,5.42,1,0,81,5,12,0.8071,1,0,0,1,0,0.497,1,0,0,1.6145,3.2484,0,USR-0073,Netflix,clothing,offshore
1109.53,7.0126,2.1488,4.4927,1.8471,1,0,122,12,10,1.079,8,2,0,0,0,0.2881,1,0,0,0.6191,0.0,0,USR-0068,Shell Gas,utilities,offshore
176.98,5.1817,-0.1826,3.7155,-3.3285,0,0,41,10,7,2.3769,1,3,0,1,0,0.3758,1,0,0,-0.0686,-0.1826,0,USR-0142,Starbucks,food,offshore
259.75,5.5636,0.0244,0.8859,2.7368,0,0,71,4,5,1.4687,4,0,0,1,0,0.4869,0,0,0,0.0119,0.0244,0,USR-0101,McDonald's,retail,"San Francisco, US"
158.95,5.0749,-0.2276,1.3235,-0.794,0,0,38,3,11,1.6253,8,4,0,0,0,0.2491,0,1,1,-0.0567,-0.0,0,USR-0098,Netflix,crypto,"Austin, US"
871.71,6.7716,1.5543,1.9931,-1.036,0,0,83,1,4,0.6273,6,6,1,0,0,0.6117,0,0,1,0.9508,0.0,0,USR-0011,Wire Transfer Co,food,"Seattle, US"
86.46,4.4712,-0.4089,-1.2747,1.5492,0,0,203,14,4,1.0193,21,2,0,0,0,0.01,1,0,0,-0.0041,-0.0,0,USR-0105,McDonald's,retail,anonymous
662.93,6.4982,1.0323,-0.219,0.2519,0,0,28,2,13,0.5528,1,3,0,1,0,0.1818,1,0,0,0.1877,1.0323,0,USR-0184,Uber,retail,anonymous
1717.22,7.449,3.668,1.6777,1.1184,1,0,248,5,13,0.7643,2,3,0,1,0,0.2326,1,0,0,0.8532,3.668,0,USR-0067,Netflix,food,anonymous
1516.69,7.3249,3.1667,6.0057,0.4359,1,0,111,15,21,1.3562,4,3,0,1,0,0.9059,1,1,0,2.8687,3.1667,0,USR-0123,Casino Royal,crypto,anonymous
1309.17,7.1779,2.6479,4.0243,0.7861,1,0,81,15,14,1.3017,2,3,0,1,0,0.99,1,1,0,2.6214,2.6479,0,USR-0029,Casino Royal,crypto,offshore
611.35,6.4173,0.9034,-5.0815,-0.0387,0,0,151,0,7,1.2622,2,6,1,1,0,0.5639,1,1,1,0.5094,0.9034,1,USR-0137,Wire Transfer Co,electronics,anonymous
805.69,6.6929,1.3892,1.535,-2.2935,0,0,176,0,8,1.646,3,3,0,1,0,0.5808,0,1,1,0.8068,1.3892,0,USR-0195,Casino Royal,gambling,"New York, US"
655.53,6.487,1.0138,2.8124,0.7081,0,0,244,2,4,1.4044,20,2,0,0,0,0.3637,1,1,1,0.3687,0.0,0,USR-0153,Starbucks,electronics,offshore
197.53,5.2909,-0.1312,-0.8197,-1.425,0,0,35,7,8,0.7814,0,1,0,1,0,0.3064,0,0,1,-0.0402,-0.1312,0,USR-0076,Uber,utilities,"Seattle, US"
1009.61,6.9183,1.899,3.6282,-3.9991,1,0,75,2,14,1.2183,3,6,1,1,0,0.01,0,0,1,0.019,1.899,0,USR-0170,Uber,utilities,"Austin, US"
348.11,5.8554,0.2453,2.8054,-4.9689,0,0,159,1,6,0.779,5,6,1,1,0,0.5786,0,0,1,0.1419,0.2453,0,USR-0009,Wire Transfer Co,food,"New York, US"
117.93,4.7785,-0.3302,0.6655,-2.4799,0,0,38,15,21,0.6883,1,0,0,1,0,0.99,0,1,0,-0.3269,-0.3302,0,USR-0040,Casino Royal,travel,"New York, US"
416.68,6.0347,0.4167,-1.8149,2.1693,0,0,32,4,19,1.1015,2,3,0,1,0,0.4092,0,0,0,0.1705,0.4167,1,USR-0025,Walmart,retail,"Seattle, US"
426.06,6.0569,0.4402,0.5504,-2.1973,0,0,26,0,16,1.4669,12,1,0,0,1,0.443,0,0,1,0.195,0.0,0,USR-0005,Shell Gas,utilities,"Chicago, US"
765.39,6.6417,1.2885,3.2298,0.2007,0,0,47,12,14,1.1862,5,1,0,1,0,0.1077,1,0,0,0.1388,1.2885,0,USR-0139,McDonald's,retail,Unknown Location
470.43,6.1558,0.5511,0.2451,3.0502,0,0,114,10,4,0.9318,18,5,1,0,0,0.01,1,0,0,0.0055,0.0,0,USR-0187,McDonald's,clothing,anonymous
736.78,6.6036,1.217,2.0584,-2.9796,0,0,40,5,10,0.8419,3,1,0,1,0,0.5696,0,0,0,0.6932,1.217,0,USR-0124,Wire Transfer Co,food,"New York, US"
1463.89,7.2895,3.0347,-0.6304,-1.1889,1,0,114,6,12,1.3647,6,0,0,0,0,0.8172,0,1,1,2.48,0.0,0,USR-0038,Wire Transfer Co,travel,"Chicago, US"
1239.24,7.1231,2.4731,0.2022,-3.7476,1,0,23,15,14,1.7885,15,1,0,0,1,0.99,0,0,1,2.4484,0.0,1,USR-0072,Unknown Vendor,clothing,"Austin, US"
1547.16,7.3448,3.2429,2.4258,-4.8202,1,0,166,15,7,0.8413,2,3,0,1,0,0.7362,1,0,0,2.3874,3.2429,0,USR-0133,PawnShop Plus,clothing,Unknown Location
1171.85,7.0672,2.3046,-2.6527,-2.5445,1,0,144,15,25,1.1404,11,5,1,0,0,0.99,0,0,1,2.2816,0.0,1,USR-0176,PawnShop Plus,clothing,"Seattle, US"
439.25,6.0873,0.4731,-0.0018,0.0268,0,0,38,2,10,0.9838,6,2,0,0,0,0.721,0,1,1,0.3411,0.0,0,USR-0090,Unknown Vendor,gambling,"Austin, US"
755.7,6.629,1.2643,2.8786,-2.9763,0,0,75,6,11,2.4676,2,2,0,1,0,0.01,0,0,0,0.0126,1.2643,0,USR-0146,Starbucks,utilities,"Austin, US"
886.27,6.7881,1.5907,1.0924,1.3857,0,0,81,8,4,0.6242,2,0,0,1,0,0.4004,1,0,0,0.6369,1.5907,0,USR-0198,Starbucks,food,anonymous
1648.49,7.4082,3.4962,1.7078,-0.4217,1,0,115,10,12,1.7238,1,1,0,1,0,0.3571,1,0,0,1.2485,3.4962,0,USR-0037,Uber,utilities,Unknown Location
763.58,6.6393,1.284,-0.5642,-0.618,0,0,157,15,19,1.3097,0,6,1,1,0,0.0572,1,1,0,0.0734,1.284,1,USR-0060,Target,gambling,offshore
2076.34,7.6388,4.5658,3.0701,-0.6143,1,0,88,15,6,1.0815,2,4,0,1,0,0.2794,0,1,0,1.2757,4.5658,0,USR-0176,McDonald's,gambling,"New York, US"
1346.05,7.2057,2.7401,0.9364,-1.9229,1,0,120,10,10,0.9093,10,2,0,0,1,0.3039,0,1,1,0.8327,0.0,0,USR-0028,Starbucks,travel,"Chicago, US"
404.69,6.0056,0.3867,-2.4634,2.3153,0,0,70,9,6,0.6366,5,3,0,1,0,0.332,1,0,1,0.1284,0.3867,1,USR-0197,McDonald's,healthcare,offshore
377.94,5.9374,0.3198,-1.0406,3.1605,0,0,47,2,8,0.9631,9,4,0,0,1,0.2948,1,0,0,0.0943,0.0,1,USR-0081,Amazon,utilities,Unknown Location
700.52,6.5532,1.1263,2.9879,0.5709,0,0,25,12,10,2.4955,3,3,0,1,0,0.6159,0,1,0,0.6937,1.1263,0,USR-0114,Wire Transfer Co,gambling,"New York, US"
781.89,6.663,1.3297,2.7166,-0.2588,0,0,27,9,5,1.9942,11,5,1,0,0,0.5577,0,1,1,0.7416,0.0,0,USR-0040,Wire Transfer Co,crypto,"Chicago, US"
2040.81,7.6216,4.477,2.9643,-1.6984,1,0,148,5,14,2.5819,3,2,0,1,0,0.1368,0,0,1,0.6125,4.477,0,USR-0045,McDonald's,retail,"Austin, US"
1265.64,7.1441,2.5391,1.2092,-2.8963,1,0,67,3,11,1.2835,8,5,1,0,0,0.3239,0,0,0,0.8224,0.0,0,USR-0062,Walmart,healthcare,"San Francisco, US"
708.28,6.5643,1.1457,0.1467,6.0198,0,0,78,6,6,1.4352,8,3,0,0,0,0.0536,1,0,0,0.0614,0.0,0,USR-0093,Walmart,food,Unknown Location
497.07,6.2107,0.6177,-1.1794,-0.6917,0,0,48,15,12,2.0197,19,0,0,0,0,0.0834,0,1,1,0.0515,0.0,0,USR-0115,Uber,travel,"Austin, US"
671.97,6.5117,1.0549,1.9533,0.1994,0,0,142,2,3,0.6269,14,0,0,0,1,0.265,0,0,0,0.2795,0.0,0,USR-0186,Uber,retail,"New York, US"
467.25,6.149,0.5431,-0.5802,0.5873,0,0,89,1,7,2.1143,14,3,0,0,1,0.516,0,0,0,0.2802,0.0,0,USR-0067,Netflix,utilities,"Seattle, US"
843.79,6.7391,1.4845,-2.5314,0.6112,0,0,92,6,4,1.3555,9,6,1,0,0,0.3739,1,0,0,0.5551,0.0,1,USR-0056,Amazon,food,anonymous
556.4,6.3233,0.766,1.7399,-0.7346,0,0,111,5,13,0.5991,3,6,1,1,0,0.3466,0,1,1,0.2655,0.766,0,USR-0040,Shell Gas,gambling,"Austin, US"
777.16,6.6569,1.3179,0.6957,2.236,0,0,157,8,8,0.8679,3,1,0,1,0,0.2341,0,0,0,0.3085,1.3179,0,USR-0098,Target,utilities,"San Francisco, US"
1140.31,7.0399,2.2258,-3.6603,-0.9032,1,0,139,15,13,2.0743,3,3,0,1,0,0.5146,0,0,1,1.1454,2.2258,0,USR-0040,Target,healthcare,"New York, US"
851.98,6.7487,1.505,2.0299,-2.1944,0,0,51,3,11,0.7813,0,4,0,1,0,0.1053,1,1,0,0.1585,1.505,1,USR-0091,Uber,gambling,anonymous
116.06,4.7627,-0.3348,4.3955,-0.8394,0,0,90,7,16,1.206,11,4,0,0,1,0.0479,1,1,0,-0.016,-0.0,0,USR-0033,Amazon,electronics,Unknown Location
